timestamp,mcpm1x0,mcpm2x5,mcpm4x0,mcpm10,mcpm2x5_aqi,mcpm10_aqi,ncpm1x0,ncpm2x5,ncpm4x0,ncpm10,latitude,longitude,serial
2025-05-16 16:17:49,1,1,1,1,4,1,9,9,9,9,-16.53967789,-68.06652807,81432432054
2025-05-16 16:32:49,1,1,1,1,4,1,9,9,9,9,-16.53967789,-68.06652807,81432432054
2025-05-16 16:47:49,1,1,1,1,4,1,11,11,11,11,-16.53967789,-68.06652807,81432432054
2025-05-16 17:02:49,1,1,1,1,4,1,11,11,11,11,-16.53967789,-68.06652807,81432432054
2025-05-16 17:17:49,1,1,1,1,4,1,11,11,11,11,-16.53967789,-68.06652807,81432432054
2025-05-16 17:32:49,1,1,1,1,4,1,11,11,11,11,-16.53967789,-68.06652807,81432432054
2025-05-16 17:47:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 18:02:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 18:17:49,1,1,1,1,4,1,11,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 18:32:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 18:47:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 19:02:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 19:17:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 19:32:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 19:47:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 20:02:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 20:17:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 20:32:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 20:47:49,1,1,1,1,4,1,13,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-16 21:02:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 21:17:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 21:32:49,1,1,1,1,4,1,13,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-16 21:47:49,1,1,1,1,4,1,13,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-16 22:02:49,1,1,1,1,4,1,13,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-16 22:17:49,1,1,1,1,4,1,12,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-16 22:32:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-16 22:47:49,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-16 23:02:49,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-16 23:17:49,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-16 23:32:49,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-16 23:47:49,1,1,1,1,4,1,16,16,16,16,-16.53967789,-68.06652807,81432432054
2025-05-17 00:02:49,1,2,2,2,8,2,16,16,16,16,-16.53967789,-68.06652807,81432432054
2025-05-17 00:17:49,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-17 00:32:49,2,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-17 00:47:49,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-17 01:02:49,2,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-17 01:17:49,1,2,2,2,8,2,17,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-17 01:32:49,2,2,2,2,8,2,18,18,19,19,-16.53967789,-68.06652807,81432432054
2025-05-17 01:47:49,2,2,2,2,8,2,19,20,20,20,-16.53967789,-68.06652807,81432432054
2025-05-17 02:02:49,2,2,2,2,8,2,20,20,20,20,-16.53967789,-68.06652807,81432432054
2025-05-17 02:17:49,2,2,2,2,8,2,20,20,20,20,-16.53967789,-68.06652807,81432432054
2025-05-17 02:32:49,2,2,2,2,8,2,19,19,19,19,-16.53967789,-68.06652807,81432432054
2025-05-17 02:47:49,2,2,2,2,8,2,20,20,20,20,-16.53967789,-68.06652807,81432432054
2025-05-17 03:02:49,2,2,2,2,8,2,19,20,20,20,-16.53967789,-68.06652807,81432432054
2025-05-17 03:17:49,2,2,2,2,8,2,19,19,19,19,-16.53967789,-68.06652807,81432432054
2025-05-17 03:32:49,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-17 03:47:49,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-17 04:02:49,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-17 04:17:49,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-17 04:32:49,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-17 04:47:49,1,2,2,2,8,2,16,17,17,17,-16.53967789,-68.06652807,81432432054
2025-05-17 05:02:49,2,2,2,2,8,2,18,18,18,18,-16.53967789,-68.06652807,81432432054
2025-05-17 05:17:49,1,1,1,1,4,1,16,16,16,16,-16.53967789,-68.06652807,81432432054
2025-05-17 05:32:49,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-17 05:47:49,1,1,1,1,4,1,14,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-17 06:02:49,1,1,1,1,4,1,15,15,15,15,-16.53967789,-68.06652807,81432432054
2025-05-17 06:17:49,1,1,1,1,4,1,14,14,14,14,-16.53967789,-68.06652807,81432432054
2025-05-17 06:32:49,1,1,1,1,4,1,13,13,13,13,-16.53967789,-68.06652807,81432432054
2025-05-17 06:47:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-17 07:02:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-17 07:17:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-17 07:32:49,1,1,1,1,4,1,12,12,12,12,-16.53967789,-68.06652807,81432432054
2025-05-17 07:47:49,1,1,1,1,4,1,11,11,11,11,-16.53967789,-68.06652807,81432432054
2025-05-17 08:02:49,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
2025-05-17 08:17:49,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
2025-05-17 08:32:49,1,1,1,1,4,1,10,10,10,10,-16.53967789,-68.06652807,81432432054
